speciesKey,iucnRedListCategory,iucnRedListStatus
9414984,NE,Not Evaluated
1988881,NE,Not Evaluated
1955694,NE,Not Evaluated
5146611,NE,Not Evaluated
9128025,NE,Not Evaluated
7976796,NE,Not Evaluated
4470480,NE,Not Evaluated
4472900,NE,Not Evaluated
5873214,NE,Not Evaluated
5754974,NE,Not Evaluated
1436758,NE,Not Evaluated
5152740,NE,Not Evaluated
1783855,NE,Not Evaluated
1789403,NE,Not Evaluated
1772940,NE,Not Evaluated
1798984,NE,Not Evaluated
1775165,NE,Not Evaluated
6097254,NE,Not Evaluated
5880533,NE,Not Evaluated
1958526,NE,Not Evaluated
1963710,NE,Not Evaluated
1969958,NE,Not Evaluated
1967143,EN,Endangered
1875120,NE,Not Evaluated
5147441,NE,Not Evaluated
1036216,NE,Not Evaluated
7387665,NE,Not Evaluated
4472866,NE,Not Evaluated
7975487,NE,Not Evaluated
4475181,NE,Not Evaluated
6097920,NE,Not Evaluated
7833009,NE,Not Evaluated
1541763,NE,Not Evaluated
5054382,NE,Not Evaluated
1441518,NE,Not Evaluated
1433314,NE,Not Evaluated
1772179,NE,Not Evaluated
1780926,NE,Not Evaluated
1781016,NE,Not Evaluated
1769519,NE,Not Evaluated
1790153,NE,Not Evaluated
1759667,NE,Not Evaluated
1790361,NE,Not Evaluated
1768341,NE,Not Evaluated
1770307,NE,Not Evaluated
4534486,NE,Not Evaluated
1799701,NE,Not Evaluated
4532508,NE,Not Evaluated
1797258,NE,Not Evaluated
1759069,NE,Not Evaluated
1968867,NE,Not Evaluated
4524740,NE,Not Evaluated
1963306,NE,Not Evaluated
1982541,NE,Not Evaluated
7940536,NE,Not Evaluated
1962268,NE,Not Evaluated
1982404,NE,Not Evaluated
1111942,NE,Not Evaluated
9182620,NE,Not Evaluated
4473579,NE,Not Evaluated
1035929,NE,Not Evaluated
5754745,NE,Not Evaluated
6097855,NE,Not Evaluated
4479868,NE,Not Evaluated
7510907,NE,Not Evaluated
1798807,NE,Not Evaluated
4522911,NE,Not Evaluated
1358088,NE,Not Evaluated
1434211,NE,Not Evaluated
5054452,NE,Not Evaluated
1438558,NE,Not Evaluated
1436694,NE,Not Evaluated
1430530,NE,Not Evaluated
1434372,NE,Not Evaluated
4532919,VU,Vulnerable
5772169,NE,Not Evaluated
1776371,NE,Not Evaluated
1768819,NE,Not Evaluated
4532516,NE,Not Evaluated
4525078,NE,Not Evaluated
1787400,LC,Least Concern
1786651,NE,Not Evaluated
1973467,NE,Not Evaluated
1981998,NE,Not Evaluated
1959395,NE,Not Evaluated
1796423,NE,Not Evaluated
5165586,NE,Not Evaluated
2107889,NE,Not Evaluated
4459361,NE,Not Evaluated
1771531,NE,Not Evaluated
1759637,NE,Not Evaluated
5143697,NE,Not Evaluated
8864510,NE,Not Evaluated
5149569,NE,Not Evaluated
1764209,NE,Not Evaluated
7654770,NE,Not Evaluated
1957706,NE,Not Evaluated
5755593,NE,Not Evaluated
1036899,NE,Not Evaluated
1035216,NE,Not Evaluated
4472675,NE,Not Evaluated
5757120,NE,Not Evaluated
1861644,NE,Not Evaluated
1433809,NE,Not Evaluated
1772442,NE,Not Evaluated
1766718,LC,Least Concern
5772186,NE,Not Evaluated
8756768,NE,Not Evaluated
1957852,NE,Not Evaluated
5769072,NE,Not Evaluated
1967273,NE,Not Evaluated
5147208,NE,Not Evaluated
5884851,NE,Not Evaluated
5804895,NE,Not Evaluated
8416348,NE,Not Evaluated
5105339,NE,Not Evaluated
1146023,NE,Not Evaluated
4473720,NE,Not Evaluated
8064055,NE,Not Evaluated
4472993,NE,Not Evaluated
4475636,NE,Not Evaluated
4475140,NE,Not Evaluated
4475163,NE,Not Evaluated
4475040,NE,Not Evaluated
1971888,NE,Not Evaluated
7649338,NE,Not Evaluated
8964283,NE,Not Evaluated
1430551,NE,Not Evaluated
1441608,NE,Not Evaluated
7883062,NE,Not Evaluated
1439839,NE,Not Evaluated
4487099,NE,Not Evaluated
6097260,NE,Not Evaluated
1770416,NE,Not Evaluated
1765751,NE,Not Evaluated
4524636,NE,Not Evaluated
1956440,NE,Not Evaluated
4522753,NE,Not Evaluated
7778368,NE,Not Evaluated
1787064,NE,Not Evaluated
1777517,NE,Not Evaluated
4302252,NE,Not Evaluated
5872111,NE,Not Evaluated
1035185,NE,Not Evaluated
8017063,NE,Not Evaluated
5756018,NE,Not Evaluated
7499368,NE,Not Evaluated
5054385,NE,Not Evaluated
1441821,NE,Not Evaluated
1434120,NE,Not Evaluated
1769514,NE,Not Evaluated
1771678,NE,Not Evaluated
8016905,NE,Not Evaluated
1779399,NE,Not Evaluated
4524638,NE,Not Evaluated
1763610,NE,Not Evaluated
4532351,NE,Not Evaluated
1825077,NE,Not Evaluated
4458855,NE,Not Evaluated
5755587,NE,Not Evaluated
4476429,NE,Not Evaluated
4473202,NE,Not Evaluated
5754521,NE,Not Evaluated
5873207,NE,Not Evaluated
1441365,NE,Not Evaluated
4482564,NE,Not Evaluated
1786816,NE,Not Evaluated
1773163,NE,Not Evaluated
1790160,NE,Not Evaluated
4532366,NE,Not Evaluated
1798408,NE,Not Evaluated
1981363,NE,Not Evaluated
5147492,NE,Not Evaluated
8856895,NE,Not Evaluated
1872901,NE,Not Evaluated
8403618,NE,Not Evaluated
1766773,NE,Not Evaluated
1778596,NE,Not Evaluated
1786980,NE,Not Evaluated
5880545,NE,Not Evaluated
5820507,VU,Vulnerable
8705902,NE,Not Evaluated
4470829,NE,Not Evaluated
1036192,NE,Not Evaluated
1035931,NE,Not Evaluated
7519719,NE,Not Evaluated
4476293,NE,Not Evaluated
4472884,NE,Not Evaluated
4472838,NE,Not Evaluated
5873223,NE,Not Evaluated
5755053,NE,Not Evaluated
7449579,NE,Not Evaluated
1993419,NE,Not Evaluated
2104271,NE,Not Evaluated
4516839,NE,Not Evaluated
1541740,NE,Not Evaluated
1268824,NE,Not Evaluated
4532279,NE,Not Evaluated
1795282,NE,Not Evaluated
1789267,NE,Not Evaluated
1957791,NE,Not Evaluated
5146862,NE,Not Evaluated
4485555,NE,Not Evaluated
7576840,NE,Not Evaluated
4471125,NE,Not Evaluated
1035578,NE,Not Evaluated
4472907,NE,Not Evaluated
5873357,NE,Not Evaluated
6097908,NE,Not Evaluated
5873211,NE,Not Evaluated
5123474,NE,Not Evaluated
5035816,NE,Not Evaluated
4522890,NE,Not Evaluated
1798594,NE,Not Evaluated
1886579,NE,Not Evaluated
1966017,NE,Not Evaluated
5716472,NE,Not Evaluated
2106057,NE,Not Evaluated
5068225,NE,Not Evaluated
1356981,NE,Not Evaluated
2105987,NE,Not Evaluated
2105909,NE,Not Evaluated
2097566,NE,Not Evaluated
9792543,NE,Not Evaluated
4475213,NE,Not Evaluated
4525369,NE,Not Evaluated
1314881,NE,Not Evaluated
1310622,NE,Not Evaluated
1737847,NE,Not Evaluated
5101745,NE,Not Evaluated
1831136,NE,Not Evaluated
4534166,NE,Not Evaluated
5123221,NE,Not Evaluated
7596232,NE,Not Evaluated
1622583,NE,Not Evaluated
1766137,NE,Not Evaluated
4525268,DD,Data Deficient
1860763,NE,Not Evaluated
5141677,NE,Not Evaluated
7762279,NE,Not Evaluated
4458844,NE,Not Evaluated
2103121,NE,Not Evaluated
1316070,NE,Not Evaluated
1768702,NE,Not Evaluated
2107724,NE,Not Evaluated
5871389,NE,Not Evaluated
5154481,NE,Not Evaluated
1419851,NE,Not Evaluated
5772269,NE,Not Evaluated
5145009,NE,Not Evaluated
5149784,NE,Not Evaluated
1047536,NE,Not Evaluated
2099348,NE,Not Evaluated
2097902,NE,Not Evaluated
11120721,NE,Not Evaluated
1771509,NE,Not Evaluated
5147062,NE,Not Evaluated
5125689,NE,Not Evaluated
5145260,NE,Not Evaluated
1195039,NE,Not Evaluated
4487625,NE,Not Evaluated
2007862,NE,Not Evaluated
4391843,NE,Not Evaluated
2078942,NE,Not Evaluated
4518735,NE,Not Evaluated
1984734,NE,Not Evaluated
1542979,NE,Not Evaluated
8537359,NE,Not Evaluated
1808450,NE,Not Evaluated
1777253,NE,Not Evaluated
1840408,NE,Not Evaluated
1768117,NE,Not Evaluated
4532544,NE,Not Evaluated
1527645,NE,Not Evaluated
1782672,NE,Not Evaluated
1859046,NE,Not Evaluated
1890772,NE,Not Evaluated
4487578,NE,Not Evaluated
4486004,NE,Not Evaluated
2020065,NE,Not Evaluated
4534240,NE,Not Evaluated
5744022,NE,Not Evaluated
4483172,NE,Not Evaluated
8352804,NE,Not Evaluated
5866107,NE,Not Evaluated
1309605,NE,Not Evaluated
1962860,NE,Not Evaluated
12253343,NE,Not Evaluated
1940701,NE,Not Evaluated
4391858,NE,Not Evaluated
5758805,NE,Not Evaluated
1494966,NE,Not Evaluated
1853542,NE,Not Evaluated
4528547,NE,Not Evaluated
4522916,NE,Not Evaluated
1858775,NE,Not Evaluated
1890534,NE,Not Evaluated
5772178,NE,Not Evaluated
1877941,NE,Not Evaluated
4525777,NE,Not Evaluated
1859285,NE,Not Evaluated
4485742,NE,Not Evaluated
4486152,NE,Not Evaluated
1886587,NE,Not Evaluated
1889287,NE,Not Evaluated
2020522,NE,Not Evaluated
5152523,NE,Not Evaluated
2008338,NE,Not Evaluated
5742495,NE,Not Evaluated
2024221,NE,Not Evaluated
4485774,NE,Not Evaluated
2011597,NE,Not Evaluated
4486391,NE,Not Evaluated
1666756,NE,Not Evaluated
5758809,NE,Not Evaluated
4487546,NE,Not Evaluated
7906393,NE,Not Evaluated
1424207,LC,Least Concern
6097777,NE,Not Evaluated
2008516,NE,Not Evaluated
5758856,NE,Not Evaluated
1590998,NE,Not Evaluated
8522427,NE,Not Evaluated
6260393,NE,Not Evaluated
6096794,NE,Not Evaluated
4391703,NE,Not Evaluated
4388686,NE,Not Evaluated
4486348,NE,Not Evaluated
5758810,NE,Not Evaluated
4486247,NE,Not Evaluated
1536449,NE,Not Evaluated
4459546,NE,Not Evaluated
8380159,NE,Not Evaluated
4484303,NE,Not Evaluated
4487326,NE,Not Evaluated
1149909,NE,Not Evaluated
5152732,NE,Not Evaluated
5077646,NE,Not Evaluated
8544630,NE,Not Evaluated
4486868,NE,Not Evaluated
4487361,NE,Not Evaluated
1590799,NE,Not Evaluated
8357721,NE,Not Evaluated
1423540,LC,Least Concern
4487069,NE,Not Evaluated
5130587,NE,Not Evaluated
7768674,NE,Not Evaluated
1084559,NE,Not Evaluated
2036275,NE,Not Evaluated
5751086,NE,Not Evaluated
1920864,NE,Not Evaluated
1707838,NE,Not Evaluated
1085286,LC,Least Concern
4437391,NE,Not Evaluated
2059458,NE,Not Evaluated
1688085,LC,Least Concern
1342279,NE,Not Evaluated
1718616,NE,Not Evaluated
4461887,NE,Not Evaluated
8414861,NE,Not Evaluated
7651366,NE,Not Evaluated
6097811,NE,Not Evaluated
2020734,NE,Not Evaluated
2075301,NE,Not Evaluated
7659055,NE,Not Evaluated
2029899,NE,Not Evaluated
1700023,NE,Not Evaluated
2054367,NE,Not Evaluated
2042862,NE,Not Evaluated
4486471,NE,Not Evaluated
1924713,LC,Least Concern
2076214,NE,Not Evaluated
7487615,LC,Least Concern
1428308,LC,Least Concern
7887483,NE,Not Evaluated
2048618,NE,Not Evaluated
1695045,LC,Least Concern
8548948,NE,Not Evaluated
2040103,NE,Not Evaluated
5051951,LC,Least Concern
9362333,NE,Not Evaluated
2078842,NE,Not Evaluated
4489399,NE,Not Evaluated
4513963,LC,Least Concern
4457129,NE,Not Evaluated
4487738,NE,Not Evaluated
4483651,NE,Not Evaluated
1423395,LC,Least Concern
4459326,NE,Not Evaluated
5093078,NE,Not Evaluated
5099079,NE,Not Evaluated
4458501,NE,Not Evaluated
1315117,NE,Not Evaluated
4432043,NE,Not Evaluated
10961399,NE,Not Evaluated
5744412,NE,Not Evaluated
4488968,NE,Not Evaluated
5984937,NE,Not Evaluated
2074379,NE,Not Evaluated
1742185,NE,Not Evaluated
1313104,NE,Not Evaluated
2050173,NE,Not Evaluated
4474780,NE,Not Evaluated
1039003,NE,Not Evaluated
4489285,NE,Not Evaluated
4483189,NE,Not Evaluated
4489684,NE,Not Evaluated
5872954,NE,Not Evaluated
4522744,NE,Not Evaluated
2055973,NE,Not Evaluated
4487904,NE,Not Evaluated
2052971,NE,Not Evaluated
5005909,NE,Not Evaluated
4486751,NE,Not Evaluated
5034888,NE,Not Evaluated
9660344,NE,Not Evaluated
4390084,NE,Not Evaluated
4452254,NE,Not Evaluated
4431899,NE,Not Evaluated
4425638,NE,Not Evaluated
4488767,NE,Not Evaluated
4460780,NE,Not Evaluated
6096772,NE,Not Evaluated
1841261,NE,Not Evaluated
1132845,NE,Not Evaluated
4458910,NE,Not Evaluated
8115081,NE,Not Evaluated
4457519,NE,Not Evaluated
5147478,NE,Not Evaluated
2018563,NE,Not Evaluated
1885937,NE,Not Evaluated
1290330,NE,Not Evaluated
4485806,NE,Not Evaluated
4455032,NE,Not Evaluated
5160015,NE,Not Evaluated
1797367,NE,Not Evaluated
1541146,NE,Not Evaluated
5979474,NE,Not Evaluated
8200135,NE,Not Evaluated
7429212,NE,Not Evaluated
1544431,NE,Not Evaluated
1803073,NE,Not Evaluated
1535841,LC,Least Concern
1535774,NE,Not Evaluated
7918000,NE,Not Evaluated
2074893,NE,Not Evaluated
1711091,NE,Not Evaluated
8170685,NE,Not Evaluated
1544292,NE,Not Evaluated
1544367,NE,Not Evaluated
5158960,NE,Not Evaluated
1789695,NE,Not Evaluated
10607859,NE,Not Evaluated
2069572,NE,Not Evaluated
1710224,LC,Least Concern
1710228,LC,Least Concern
1704187,LC,Least Concern
1536794,NE,Not Evaluated
1540272,EN,Endangered
2072851,NE,Not Evaluated
1861510,NE,Not Evaluated
1683067,NE,Not Evaluated
1540698,NT,Near Threatened
4534669,NE,Not Evaluated
5096614,NE,Not Evaluated
1718308,NE,Not Evaluated
1534700,NE,Not Evaluated
1710835,NE,Not Evaluated
4485952,NE,Not Evaluated
5122439,NE,Not Evaluated
1710995,NE,Not Evaluated
1704559,VU,Vulnerable
1695282,LC,Least Concern
1047449,NE,Not Evaluated
1902749,NE,Not Evaluated
1710755,NE,Not Evaluated
1681124,NE,Not Evaluated
1792996,NE,Not Evaluated
1540020,NE,Not Evaluated
1911177,NT,Near Threatened
1680490,NE,Not Evaluated
1862719,NE,Not Evaluated
1684405,NE,Not Evaluated
1681155,NE,Not Evaluated
4447391,NE,Not Evaluated
4459731,NE,Not Evaluated
1736601,NE,Not Evaluated
10146505,NE,Not Evaluated
1983525,NE,Not Evaluated
5054436,NE,Not Evaluated
1442294,NE,Not Evaluated
1442618,NE,Not Evaluated
1437951,NE,Not Evaluated
1433734,NE,Not Evaluated
10106942,NE,Not Evaluated
4532122,NE,Not Evaluated
1435549,NE,Not Evaluated
1442776,NE,Not Evaluated
4481911,NE,Not Evaluated
1434253,NE,Not Evaluated
4534057,NE,Not Evaluated
1787610,NE,Not Evaluated
1770150,NE,Not Evaluated
1789982,NE,Not Evaluated
9249651,NE,Not Evaluated
1975897,NE,Not Evaluated
1964637,NE,Not Evaluated
1979473,NE,Not Evaluated
4522748,NE,Not Evaluated
1775112,NE,Not Evaluated
1779435,NE,Not Evaluated
1760104,NE,Not Evaluated
1788635,NE,Not Evaluated
7704804,NE,Not Evaluated
7690513,NE,Not Evaluated
5754497,NE,Not Evaluated
5754987,NE,Not Evaluated
4490366,NE,Not Evaluated
1441893,NE,Not Evaluated
1437854,NE,Not Evaluated
1796463,NE,Not Evaluated
1795349,NE,Not Evaluated
4533442,NE,Not Evaluated
1787590,NE,Not Evaluated
1789255,NE,Not Evaluated
4533360,NE,Not Evaluated
4533136,NE,Not Evaluated
5110818,NE,Not Evaluated
1792292,NE,Not Evaluated
4532408,NE,Not Evaluated
5147681,NE,Not Evaluated
1986157,NE,Not Evaluated
1971847,NE,Not Evaluated
1982542,NE,Not Evaluated
4532775,NE,Not Evaluated
8744388,NE,Not Evaluated
4491701,NE,Not Evaluated
5148247,NE,Not Evaluated
1437081,NE,Not Evaluated
5053670,NE,Not Evaluated
1442295,NE,Not Evaluated
1808752,NE,Not Evaluated
4534676,VU,Vulnerable
1789694,NE,Not Evaluated
4534052,NE,Not Evaluated
1763697,NE,Not Evaluated
1769543,NE,Not Evaluated
4534485,NE,Not Evaluated
1787112,NE,Not Evaluated
4532459,NE,Not Evaluated
1965629,NE,Not Evaluated
7960566,NE,Not Evaluated
5768880,NE,Not Evaluated
1984949,NE,Not Evaluated
5106362,NE,Not Evaluated
1783971,NE,Not Evaluated
4534086,NE,Not Evaluated
1760246,NE,Not Evaluated
4523885,NE,Not Evaluated
1965197,NE,Not Evaluated
5146837,NE,Not Evaluated
9155736,NE,Not Evaluated
6097872,NE,Not Evaluated
5754503,NE,Not Evaluated
7934757,NE,Not Evaluated
5757141,NE,Not Evaluated
2104217,NE,Not Evaluated
1737753,NE,Not Evaluated
4525562,NE,Not Evaluated
1961037,NE,Not Evaluated
1043102,NE,Not Evaluated
1308216,NE,Not Evaluated
5126052,NE,Not Evaluated
5134543,LC,Least Concern
1437150,NE,Not Evaluated
5054448,NE,Not Evaluated
5113078,NE,Not Evaluated
1792426,NE,Not Evaluated
5112291,NE,Not Evaluated
4533255,NE,Not Evaluated
1790364,NE,Not Evaluated
1796117,NE,Not Evaluated
1784359,NE,Not Evaluated
1819145,NE,Not Evaluated
1534603,NE,Not Evaluated
1442070,NE,Not Evaluated
5053644,NE,Not Evaluated
1431569,NE,Not Evaluated
1766784,NE,Not Evaluated
1773011,NE,Not Evaluated
1786619,NE,Not Evaluated
1972449,NE,Not Evaluated
5147354,NE,Not Evaluated
1769897,NE,Not Evaluated
5149474,NE,Not Evaluated
5054361,NE,Not Evaluated
1439194,NE,Not Evaluated
1441826,NE,Not Evaluated
2010165,NE,Not Evaluated
4488793,NE,Not Evaluated
5113847,NE,Not Evaluated
1782777,NE,Not Evaluated
5109686,NE,Not Evaluated
1775172,NE,Not Evaluated
4532500,NE,Not Evaluated
1960617,NE,Not Evaluated
5143380,NE,Not Evaluated
1984993,NE,Not Evaluated
5146961,NE,Not Evaluated
1766814,NE,Not Evaluated
4491340,NE,Not Evaluated
2021041,NE,Not Evaluated
4516779,NE,Not Evaluated
1955896,NE,Not Evaluated
4491789,NE,Not Evaluated
1435116,NE,Not Evaluated
2079252,NE,Not Evaluated
4532890,NE,Not Evaluated
1800004,NE,Not Evaluated
9216200,NE,Not Evaluated
5109576,NE,Not Evaluated
1770308,NE,Not Evaluated
1990551,NE,Not Evaluated
5149843,NE,Not Evaluated
1986171,NE,Not Evaluated
1959735,NE,Not Evaluated
1884268,NE,Not Evaluated
1785185,NE,Not Evaluated
1782615,NE,Not Evaluated
1823726,NE,Not Evaluated
4476566,NE,Not Evaluated
1035208,NE,Not Evaluated
8137203,NE,Not Evaluated
4479870,NE,Not Evaluated
1442133,NE,Not Evaluated
5109506,NE,Not Evaluated
7972792,NE,Not Evaluated
4533128,NE,Not Evaluated
1796032,NE,Not Evaluated
1962204,NE,Not Evaluated
5143675,NE,Not Evaluated
4523556,NE,Not Evaluated
6546645,NE,Not Evaluated
4470851,NE,Not Evaluated
4476577,NE,Not Evaluated
1035239,NE,Not Evaluated
5754537,NE,Not Evaluated
9775518,NE,Not Evaluated
5755307,NE,Not Evaluated
4473959,NE,Not Evaluated
2108709,NE,Not Evaluated
1741239,NE,Not Evaluated
7825213,NE,Not Evaluated
1760893,NE,Not Evaluated
1766410,NE,Not Evaluated
1792300,NE,Not Evaluated
5769028,NE,Not Evaluated
1984954,NE,Not Evaluated
5149659,NE,Not Evaluated
5112336,NE,Not Evaluated
4532297,NE,Not Evaluated
1990582,NE,Not Evaluated
9013850,NE,Not Evaluated
4478784,NE,Not Evaluated
7880450,NE,Not Evaluated
5054356,NE,Not Evaluated
1442619,NE,Not Evaluated
1433818,NE,Not Evaluated
1796451,NE,Not Evaluated
5110885,NE,Not Evaluated
5112283,NE,Not Evaluated
1789359,NE,Not Evaluated
1770821,NE,Not Evaluated
1789076,NE,Not Evaluated
5110670,NE,Not Evaluated
1770573,NE,Not Evaluated
1766418,NE,Not Evaluated
1784812,NE,Not Evaluated
1791132,NE,Not Evaluated
4524950,NE,Not Evaluated
4524426,NE,Not Evaluated
8361848,NE,Not Evaluated
1982500,NE,Not Evaluated
5144782,NE,Not Evaluated
4522785,NE,Not Evaluated
1798916,NE,Not Evaluated
8196495,NE,Not Evaluated
1136138,NE,Not Evaluated
9796855,NE,Not Evaluated
4478789,NE,Not Evaluated
4476584,NE,Not Evaluated
9806854,NE,Not Evaluated
5753725,NE,Not Evaluated
5873218,NE,Not Evaluated
6097852,NE,Not Evaluated
1436692,NE,Not Evaluated
1441931,NE,Not Evaluated
1441935,NE,Not Evaluated
1767608,NE,Not Evaluated
5109599,NE,Not Evaluated
5772349,NE,Not Evaluated
5772205,NE,Not Evaluated
4524951,NE,Not Evaluated
1957632,NE,Not Evaluated
5146883,NE,Not Evaluated
1764986,NE,Not Evaluated
4475911,NE,Not Evaluated
5754578,NE,Not Evaluated
7811704,NE,Not Evaluated
4475157,NE,Not Evaluated
4474998,NE,Not Evaluated
5755293,NE,Not Evaluated
7922810,NE,Not Evaluated
1437978,NE,Not Evaluated
2005244,NE,Not Evaluated
7894883,NE,Not Evaluated
8921158,NE,Not Evaluated
8043500,NE,Not Evaluated
7438067,NE,Not Evaluated
1534751,NE,Not Evaluated
1839774,NE,Not Evaluated
11992983,NE,Not Evaluated
8675740,NE,Not Evaluated
1431606,NE,Not Evaluated
5152885,NE,Not Evaluated
1861031,NE,Not Evaluated
6096911,NE,Not Evaluated
2009122,NE,Not Evaluated
1766721,NE,Not Evaluated
4533671,NE,Not Evaluated
1760857,NE,Not Evaluated
1795914,NE,Not Evaluated
5144190,NE,Not Evaluated
1968990,NE,Not Evaluated
1037319,NE,Not Evaluated
1441036,NE,Not Evaluated
2010164,NE,Not Evaluated
4488905,NE,Not Evaluated
1786931,NE,Not Evaluated
4532203,NE,Not Evaluated
1972185,NE,Not Evaluated
1983967,NE,Not Evaluated
1965841,NE,Not Evaluated
6097233,NE,Not Evaluated
5109722,NE,Not Evaluated
8329732,NE,Not Evaluated
4476435,NE,Not Evaluated
9198953,NE,Not Evaluated
5755302,NE,Not Evaluated
4988363,NE,Not Evaluated
5757207,NE,Not Evaluated
2109189,NE,Not Evaluated
1442627,NE,Not Evaluated
5109665,NE,Not Evaluated
4533661,NE,Not Evaluated
5111574,NE,Not Evaluated
1797429,NE,Not Evaluated
1958323,NE,Not Evaluated
4524421,NE,Not Evaluated
1966886,NE,Not Evaluated
1975903,NE,Not Evaluated
1956524,NE,Not Evaluated
1880139,NE,Not Evaluated
1876329,NE,Not Evaluated
4491331,NE,Not Evaluated
4491149,NE,Not Evaluated
1435909,NE,Not Evaluated
1442831,NE,Not Evaluated
1435114,NE,Not Evaluated
1795068,NE,Not Evaluated
5108839,NE,Not Evaluated
1784824,NE,Not Evaluated
1961068,NE,Not Evaluated
4532468,NE,Not Evaluated
1968837,NE,Not Evaluated
6269529,NE,Not Evaluated
7974974,NE,Not Evaluated
5755006,NE,Not Evaluated
2108812,NE,Not Evaluated
2105923,NE,Not Evaluated
1957611,NE,Not Evaluated
1985760,NE,Not Evaluated
8054788,LC,Least Concern
4474861,NE,Not Evaluated
7772030,NE,Not Evaluated
1833627,NE,Not Evaluated
2104580,NE,Not Evaluated
5054151,NE,Not Evaluated
8259113,NE,Not Evaluated
5149665,NE,Not Evaluated
1884333,NE,Not Evaluated
1790084,NE,Not Evaluated
1983997,NE,Not Evaluated
5125104,NE,Not Evaluated
1151446,NE,Not Evaluated
7767765,NE,Not Evaluated
1798346,NE,Not Evaluated
1982533,LC,Least Concern
8366158,NE,Not Evaluated
4531402,NE,Not Evaluated
1941417,NE,Not Evaluated
1800032,NE,Not Evaluated
4470961,NE,Not Evaluated
5756799,NE,Not Evaluated
4475074,NE,Not Evaluated
1746832,NE,Not Evaluated
1747050,NE,Not Evaluated
1537559,NE,Not Evaluated
1436064,NE,Not Evaluated
1441861,NE,Not Evaluated
4421219,NE,Not Evaluated
5109554,NE,Not Evaluated
10904813,NE,Not Evaluated
1798769,NE,Not Evaluated
5144534,NE,Not Evaluated
7624494,NE,Not Evaluated
1984070,NE,Not Evaluated
1967006,NE,Not Evaluated
4458838,NE,Not Evaluated
4474919,NE,Not Evaluated
4470535,NE,Not Evaluated
4470710,NE,Not Evaluated
8411250,NE,Not Evaluated
4472911,NE,Not Evaluated
6097854,NE,Not Evaluated
5755175,NE,Not Evaluated
5755296,NE,Not Evaluated
4459519,NE,Not Evaluated
1035290,NE,Not Evaluated
4473320,NE,Not Evaluated
1036203,NE,Not Evaluated
7596481,NE,Not Evaluated
4403053,LC,Least Concern
8111934,NE,Not Evaluated
5755595,NE,Not Evaluated
4476983,NE,Not Evaluated
5753720,NE,Not Evaluated
7419401,NE,Not Evaluated
7571549,NE,Not Evaluated
5755969,NE,Not Evaluated
1441819,NE,Not Evaluated
1782726,NE,Not Evaluated
4533444,NE,Not Evaluated
1795896,LC,Least Concern
1798407,NE,Not Evaluated
1967452,NE,Not Evaluated
5143477,NE,Not Evaluated
7365652,LC,Least Concern
1982525,NE,Not Evaluated
5146476,NE,Not Evaluated
4532260,NE,Not Evaluated
8384488,NE,Not Evaluated
6097929,NE,Not Evaluated
4473799,NE,Not Evaluated
8091768,NE,Not Evaluated
8378220,NE,Not Evaluated
5755327,NE,Not Evaluated
2101384,NE,Not Evaluated
1773062,NE,Not Evaluated
4534225,NE,Not Evaluated
1787751,NE,Not Evaluated
4534297,NE,Not Evaluated
1957300,NE,Not Evaluated
1862701,NE,Not Evaluated
1789730,NE,Not Evaluated
1761392,NE,Not Evaluated
5998041,NE,Not Evaluated
4473882,NE,Not Evaluated
5872119,NE,Not Evaluated
7446960,NE,Not Evaluated
4473093,NE,Not Evaluated
4472849,NE,Not Evaluated
4473948,NE,Not Evaluated
1764673,NE,Not Evaluated
1797333,NE,Not Evaluated
1961013,NE,Not Evaluated
5148394,LC,Least Concern
5144677,NE,Not Evaluated
5119143,NE,Not Evaluated
8878274,NE,Not Evaluated
9364935,NE,Not Evaluated
8130128,NE,Not Evaluated
1441927,NE,Not Evaluated
5152867,NE,Not Evaluated
4488872,NE,Not Evaluated
4532206,NE,Not Evaluated
1798504,NE,Not Evaluated
1983302,LC,Least Concern
1963446,NE,Not Evaluated
1760891,NE,Not Evaluated
1759159,NE,Not Evaluated
5146601,NE,Not Evaluated
1951725,NE,Not Evaluated
8216511,NE,Not Evaluated
8336322,NE,Not Evaluated
5054428,NE,Not Evaluated
2008205,NE,Not Evaluated
4534217,NE,Not Evaluated
1965640,NT,Near Threatened
9012567,NE,Not Evaluated
1115830,NE,Not Evaluated
4473994,NE,Not Evaluated
4534686,NE,Not Evaluated
2105492,NE,Not Evaluated
2104131,NE,Not Evaluated
2106036,NE,Not Evaluated
8416949,NE,Not Evaluated
4532239,NE,Not Evaluated
1797454,NE,Not Evaluated
1969291,NE,Not Evaluated
4302268,NE,Not Evaluated
1987744,NE,Not Evaluated
5146599,NE,Not Evaluated
4533446,NE,Not Evaluated
5872124,NE,Not Evaluated
4473127,NE,Not Evaluated
8396839,NE,Not Evaluated
2109140,NE,Not Evaluated
1762952,NE,Not Evaluated
5109480,NE,Not Evaluated
1769958,NE,Not Evaluated
1965243,LC,Least Concern
5149667,NE,Not Evaluated
1732072,NE,Not Evaluated
4474922,NE,Not Evaluated
4481210,NE,Not Evaluated
2106092,NE,Not Evaluated
4488825,NE,Not Evaluated
1828637,NE,Not Evaluated
1766130,NE,Not Evaluated
1964437,NE,Not Evaluated
8966182,NE,Not Evaluated
1036917,NE,Not Evaluated
4473974,NE,Not Evaluated
1875958,NE,Not Evaluated
1842002,NE,Not Evaluated
